,Estimate,Date,HCP Id,Customer Tags,Zip,Description,Amount,Labor,Materials,Win_Loss,Bid Employee,Crew,Latitude,Longitude,Total Income,Subcontractor,Total Supplies,Total Cost of Goods Sold,Net Income
1152,9899,,62780799,,80015,Interior-2 Coats,5985,5100,885,1,,,39.630918,-104.76823,5985,2800,0,2800,3185
1153,9900,,62788158,,80401,Convert Several Windows and Doors from Stain Grade to Paint Grade,6185,6185,0,1,,,39.731377,-105.152617,12850.91,5040,2720.13,7760.13,5090.78
1154,9901-1,7/30/2020 14:00,62807622,google,80126,Exterior Residential Painting - Exterior Preparation,5840,4780,1060,0,2,,39.529348,-104.960135,,,,,
1155,9901-2,7/30/2020 14:00,63209005,google,80126,"Repair/Replace, Prep, and Paint Trim Only",2970,2490,480,0,2,,39.529348,-104.960135,,,,,
1156,9902,7/31/2020 15:00,62821587,Referral,80238,Exterior Residential Painting - Exterior Preparation,4285,3185,1100,1,1,,39.75685,-104.864885,4285,2550,869.21,3419.21,865.79
1157,9923,8/4/2020 15:30,62829752,,80516,Exterior Residential Painting - Exterior Preparation,7240,6180,1060,0,2,,40.035552,-105.063187,,,,,
1158,9905,8/4/2020 12:30,62897719,Referral,80238,Exterior Residential Painting - Exterior Preparation,4380,3280,1100,1,1,,39.764243,-104.893447,4490,2400,0,2400,2090
1159,9906,,62904110,BNI,80107,Front Deck,1945,1660,385,1,1,,39.415514,-104.576562,,,,,
1160,9907,7/31/2020 10:00,62905931,Nextdoor,80013,Exterior Residential Painting - Exterior Preparation,3980,2880,1100,0,1,,39.651358,-104.748652,,,,,
1161,9918-1,8/3/2020 11:30,62950050,,80027,Interior Painting - Living Room/Entry,8130,6220,1910,1,2,,39.952763,-105.168598,8410,4000,1385.37,5385.37,3024.63
1162,9918-2,8/3/2020 11:30,63509544,,80027,Cabinets - Cabinet Preparation,3210,2820,390,0,2,,39.952763,-105.168598,8410,4000,1385.37,5385.37,3024.63
1163,9908,,62982541,,80220,Interior Painting - Bedroom Walls,320,260,60,0,,,39.731264,-104.928512,,,,,
1164,9909,8/4/2020 10:00,62996969,google,80016,Front Porch Area,1005,745,260,0,1,,39.588296,-104.684179,,,,,
1165,9910,8/3/2020 12:30,63002108,neighbor getting work done,80238,Fence,800,800,0,1,1,,39.805148,-104.878307,1600,,0,0,1600
1166,9935,8/3/2020 13:30,63006717,,80238,Fence,860,860,0,1,1,,39.805142,-104.879219,800,450,0,450,350
1167,9921-1,8/5/2020 17:00,63171608,,80016,Interior Main Area Walls,10990,9750,1240,0,1,,39.592267,-104.710962,,,,,
1168,9921-2,8/5/2020 17:00,63664561,,80016,Exterior Items,1820,1440,380,0,1,,39.592267,-104.710962,,,,,
1169,9915,8/5/2020 12:30,63260351,repeat customer,80138,Exterior Residential Painting - Exterior Preparation,4445,3340,1105,0,1,,39.514552,-104.738032,,,,,
1170,9916,8/4/2020 13:30,63261920,Facebook,80238,Exterior Residential Painting - Exterior Preparation,4485,3380,1105,0,1,,39.766858,-104.889049,,,,,
1171,9929-1,8/10/2020 11:30,63484410,,80238,Exterior Residential Painting - Exterior Preparation,4470,3345,1125,1,1,,39.756273,-104.862216,8900,4500,555.25,5055.25,3844.75
1172,9929-2,8/10/2020 11:30,63979824,,80238,Kitchen Cabinets - Cabinet Preparation,3985,3470,515,1,1,,39.756273,-104.862216,8900,4500,555.25,5055.25,3844.75
1173,9919,8/7/2020 10:00,63505109,repeat customer,80124,Prep and Paint Garage Door and Trim,670,475,195,0,2,,39.554355,-104.894386,,,,,
1174,9920,,63505303,repeat customer,80124,,0,0,0,1,,,39.554355,-104.894386,,,,,
1175,9928,8/10/2020 11:30,63639343,,80238,Exterior Residential Painting - Exterior Preparation,4590,3530,1060,1,1,,39.763227,-104.895536,4590,2100,582,2682,1908
1176,9922,8/11/2020 10:30,63676651,Referral,80108,Exterior Residential Painting - Exterior Preparation,5780,4720,1060,1,2,,39.484721,-104.896094,5880,2600,843.66,3443.66,2436.34
1177,9927,8/11/2020 8:00,63710772,,80015,Exterior Residential Painting - Exterior Preparation,5995,4895,1100,1,1,,39.620052,-104.759532,5995,3100,0,3100,2895
1178,9931,8/10/2020 11:30,63722553,,80112,Exterior Residential Painting - Exterior Preparation,5420,4410,1010,1,2,,39.566715,-104.901062,5420,2260,1255.85,3515.85,1904.15
1179,9924,8/10/2020 15:30,63727495,,80108,Main Area Walls,2490,2080,410,0,2,,39.459177,-104.854262,,,,,
1180,9953,8/11/2020 12:30,63773335,,80235,Skim and texture ceilings where client has already scraped popcorn,6895,6305,590,0,2,,39.651676,-105.057304,,,,,
1181,9932-1,8/12/2020 12:30,63845016,,80126,Exterior Residential Painting - Exterior Preparation,3245,2775,470,0,2,,39.549263,-104.975178,,,,,
1182,9932-2,8/12/2020 12:30,64069571,,80126,Exterior Residential Painting - Exterior Preparation,5740,4700,1040,0,2,,39.549263,-104.975178,,,,,
1183,9936,8/13/2020 8:00,63954628,,80014,Exterior Residential Painting - Exterior Preparation,3705,2930,775,0,1,,39.660437,-104.82933,,,,,
1184,9957,8/26/2020 13:00,63966396,,80238,Kitchen Cabinet Preparation,3690,3300,390,1,1,,39.795788,-104.895551,5825,3100,0,3100,2725
1185,9937,8/13/2020 12:30,63967331,,80123,Exterior Residential Painting - Exterior Preparation,4940,3890,1050,1,2,,39.616794,-105.061369,5510,2400,1211.54,3611.54,1898.46
1186,9926,,63977439,,80138,Exterior Residential Painting - Exterior Preparation,4310,3370,940,1,,,39.527855,-104.761756,4310,2275,529.18,2804.18,1505.82
1187,9949-1,8/17/2020 11:30,64040568,,80126,"Interior Painting - Living Room - Walls, Baseboards & Sills",5140,4320,820,0,2,,39.529074,-104.947697,,,,,
1188,9949-2,8/17/2020 11:30,65035960,,80126,Re-stain Hand Rail and Posts,2930,2930,0,0,2,,39.529074,-104.947697,,,,,
1189,9933,8/19/2020 12:00,64086444,google,80014,Exterior Residential Painting - Exterior Preparation,4235,3140,1095,1,1,,39.667795,-104.849883,4385,2350,0,2350,2035
1190,9934,8/17/2020 13:00,64101948,Facebook,80238,Garage Door and Trim,525,400,125,1,1,,39.80783,-104.878924,0,180,0,180,-180
1191,9943,8/17/2020 12:30,64141107,,80238,Basement Main Area,2305,1840,465,1,1,,39.753155,-104.888709,2305,1300,216.3,1516.3,788.7
1192,9940,8/17/2020 15:30,64212828,no review,80238,Exterior Residential Painting - Exterior Preparation,4475,3530,1195,1,1,,39.754787,-104.889997,6258,4062,0,4062,2196
1193,9945,8/20/2020 8:00,64516494,,80128,Exterior Residential Painting - Exterior Preparation,4940,3900,1040,0,2,,39.563531,-105.074483,,,,,
1194,9938-1,8/20/2020 11:00,64519471,My Website,80018,Interior 2 Coats,6810,5810,1000,0,1,,39.695134,-104.711334,,,,,
1195,9938-2,8/20/2020 11:00,65615053,My Website,80018,Exterior Residential Painting - Exterior Preparation,4140,3225,915,0,1,,39.695134,-104.711334,,,,,
1196,9941,8/20/2020 8:00,64631653,saw truck,80015,Exterior Residential Painting - Exterior Preparation,3640,3065,775,0,1,,39.614862,-104.726918,,,,,
1197,9942-1,,64690978,,80011,Main Building - Exterior Preparation,10730,9280,1450,1,,,39.756731,-104.801146,0,10600,3029.79,13629.79,-13629.79
1198,9942-2,,64691668,,80011,Secondary Buildings  Prep - Exterior Preparation,9885,8640,1245,1,,,39.756731,-104.801146,0,10600,3029.79,13629.79,-13629.79
1199,9944,,64737713,,80129,,0,0,0,1,,,39.52286,-105.000715,,,,,
1200,9961,8/26/2020 17:00,64960950,,80134,Exterior Residential Painting - Exterior Preparation,5430,4320,1110,1,1,,39.530279,-104.823379,5430,2800,0,2800,2630
1201,9946-1,8/26/2020 13:30,64992504,Referral,80130,Exterior Residential Painting - Exterior Preparation,5240,4180,1060,1,2,,39.531872,-104.922219,5280,2200,954.19,3154.19,2125.81
1202,9946-2,8/26/2020 13:30,65413022,Referral,80130,Paint Large Ceiling in Entry/Family Room/Upstairs Hall,5090,4690,400,0,2,,39.531872,-104.922219,5280,2200,954.19,3154.19,2125.81
1203,9947,8/28/2020 10:00,65006299,Referral,80107,Exterior Residential Painting - Exterior Preparation,4295,3530,1115,1,1,,39.425981,-104.617403,4295,2700,0,2700,1595
1204,9950,8/25/2020 13:00,65054210,,80016,Laundry Room,1355,1090,265,1,1,,39.566268,-104.690157,,,,,
1205,9951,8/27/2020 10:00,65090420,Facebook,80130,Cabinets - Cabinet Preparation,5845,5425,420,0,2,,39.516058,-104.932651,,,,,
1206,9952,8/31/2020 13:00,65101061,Nextdoor,80016,Pergola,940,940,0,1,1,,39.607307,-104.685449,940,550,0,582.81,357.19
1207,9954,,65232989,,80015,Aurora Show Room-Walls,2455,2065,390,1,,,39.613871,-104.756006,,,,,
1208,9955,9/2/2020 13:00,65303166,My Website,80108,Exterior Residential Painting - Exterior Preparation,11720,9600,2120,0,2,,39.472938,-104.906901,,,,,
1209,9956,8/31/2020 14:30,65396468,Referral,80218,Interior Paint,2640,2080,560,1,1,,39.73727,-104.966361,2640,1250,369.26,1619.26,1020.74
1210,9970,8/31/2020 15:30,65412336,,80547,Exterior Residential Painting - Exterior Preparation,4180,3110,1070,1,1,,40.512529,-104.95168,4180,3170,0,3170,1010
1211,9959,9/1/2020 10:00,65496129,Referral,80015,,0,0,0,1,1,,39.632131,-104.788018,,,,,
1212,9960,9/3/2020 10:00,65535040,Returning Customer,80015,Kitchen Cabinets Preparation,3630,3070,560,0,1,,39.630623,-104.728191,,,,,
1213,10073,,70116657,Returning Customer,80015,Interior Painting - 2 Coats,5930,5060,1070,0,,,39.630623,-104.728191,,,,,
1214,9971,8/31/2020 11:30,65555057,,80238,Single Vanity,3060,2595,565,1,1,,39.763778,-104.878041,3167.1,1800,0,1894.7,1272.4
1215,9962-1,9/2/2020 11:30,65609964,,80108,Interior Painting - Walls Only,2270,1960,310,1,2,,39.448627,-104.8187,7130,3875,114.69,3989.69,3140.31
1216,9962-2,9/2/2020 11:30,66155943,,80108,Cabinets - Cabinet Preparation,4860,4450,410,1,2,,39.448627,-104.8187,7130,3875,114.69,3989.69,3140.31
1217,9963-1,8/31/2020 16:30,65623898,,80129,Re-finish trim,4430,3600,830,1,2,,39.52286,-105.000715,,,,,
1218,9963-2,8/31/2020 16:30,66398091,,80129,Attempt to straighten lines from previous painter in all rooms,2300,2100,200,1,2,,39.52286,-105.000715,,,,,
1219,9963-3,8/31/2020 16:30,66398124,,80129,Cabinets - Cabinet Preparation,0,0,0,1,2,,39.52286,-105.000715,,,,,
1220,9963-4,8/31/2020 16:30,66399037,,80129,,0,0,0,1,2,,39.52286,-105.000715,,,,,
1221,9967,,65787255,,80015,Main Area,2555,1945,610,1,,,39.629401,-104.763601,2555,1300,376.85,1676.85,878.15
1222,9968,9/3/2020 11:00,65823006,Referral,80128,Cabinets - Cabinet Preparation,3240,2910,330,0,2,,39.563692,-105.07994,,,,,
1223,9985,9/8/2020 10:00,65950432,"Returning Customer,no review",80016,Main Area,3100,2515,585,1,1,,39.579852,-104.714243,0,1725,0,1725,-1725
1224,9979,9/7/2020 15:30,66025591,,80120,Exterior Residential Painting - Exterior Preparation,6470,5410,1060,0,2,,39.578683,-105.01174,,,,,
1225,9984,9/7/2020 15:30,66083261,,80016,Main Area Painting-2 Coats,13315,11550,1765,0,1,,39.599645,-104.679892,,,,,
1226,9978,9/7/2020 11:30,66088451,,80228,Exterior Residential Painting - Exterior Preparation,4220,3300,920,0,2,,39.675069,-105.140711,,,,,
1227,9991,9/10/2020 8:00,66176695,,80130,Exterior Residential Painting - Exterior Preparation,4450,3390,1060,1,2,,39.517277,-104.940917,5190,2150,1353.14,3503.14,1686.86
1228,9972-1,9/22/2020 10:00,66200951,Referral,80104,NOTES,2150,1860,290,0,2,,39.34801,-104.864514,4570,,0,0,4570
1229,9972-2,9/22/2020 10:00,67842626,Referral,80104,Exterior Residential Painting - Exterior Preparation,4620,3560,1060,1,2,,39.34801,-104.864514,4570,,0,0,4570
1230,9973,,66202217,Referral,80014,Mirror Removal,3635,980,2655,1,3,,39.664641,-104.824658,4215,2400,0,2400,1815
1231,9974,9/8/2020 13:00,66237430,google,80230,Drywall Repairs and Trim Replacement,4570,3620,950,0,1,,39.722074,-104.894592,,,,,
1232,9981,9/8/2020 14:30,66263561,,80403,Exterior Residential Painting - Exterior Preparation,5920,4360,1560,1,2,,39.807745,-105.186336,6170,2750,366.31,3116.31,3053.69
1233,10005,9/17/2020 14:30,66265540,,80109,Exterior Residential Painting - Exterior Preparation,4390,3330,1060,0,2,,39.397622,-104.877365,,,,,
1234,9982-1,9/9/2020 15:30,66304775,,80129,NOTES,9920,8430,1490,0,2,,39.534896,-104.986225,,,,,
1235,9982-2,9/9/2020 15:30,66536011,,80129,Prep Handrail and stained trim on stairs,1630,1400,230,0,2,,39.534896,-104.986225,,,,,
1236,9989,9/10/2020 15:30,66358831,no review,80102,Exterior Residential Painting - Exterior Preparation,10600,9575,1025,1,1,,39.698616,-104.476334,10600,6050,1422.79,7472.79,3127.21
1237,9977,9/9/2020 13:00,66361767,,80017,,0,0,0,1,1,,39.692336,-104.7605,,,,,
1238,9988,9/10/2020 8:00,66402651,,80134,Exterior Residential Painting - Exterior Preparation,5305,3785,1520,1,1,,39.532899,-104.805302,5305,2600,0,2600,2705
1239,9980,9/14/2020 11:00,66469161,Referral,80121,Pergola and 2 pillars,1970,1690,280,1,2,,39.622537,-104.972859,2070,1300,32.42,1332.42,737.58
1240,9983,,66543601,google,80016,"Painting quotes - Free interior consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,,,39.595692,-104.71425,,,,,
1241,9994,9/14/2020 11:30,66620706,,80207,Exterior Residential Painting - Exterior Preparation,4680,3620,1060,1,1,,39.757312,-104.931568,4680,2500,0,2500,2180
1242,10009-1,9/17/2020 12:30,66669642,,80015,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",3890,2890,1000,0,1,,39.625937,-104.74638,,,,,
1243,10009-2,9/17/2020 12:30,67318242,,80015,Window Trim,460,460,0,0,1,,39.625937,-104.74638,,,,,
1244,9986,9/14/2020 13:00,66678901,"neighbor getting work done,no review",80238,Exterior Residential Painting - Exterior Preparation,4365,3500,1090,1,1,,39.75485,-104.894687,0,1500,116.12,1616.12,-1616.12
1245,9987,9/14/2020 15:00,66681248,Referral,80238,Exterior Residential Painting - Exterior Preparation,4215,3425,1090,1,1,,39.758571,-104.887022,4662.55,,0,150.04,4512.51
1246,9990,9/16/2020 15:00,66795487,"google,no review",80018,Interior Walls - 2 Coats,4940,4180,760,1,1,,39.712782,-104.675859,4940,2450,1043.27,3493.27,1446.73
1247,10010,9/17/2020 13:30,66810652,,80015,Basement,2490,1880,610,1,1,,39.617244,-104.745375,2490,1250,0,1250,1240
1248,10006,9/16/2020 11:30,66841980,,80121,Exterior Residential Painting - Exterior Preparation,5880,4820,1060,0,2,,39.623904,-104.980265,,,,,
1249,10015,9/17/2020 17:00,66851085,,80113,NOTES,3245,2635,610,0,2,,39.65235,-104.972681,,,,,
1250,9992,9/17/2020 11:00,66932368,google,80211,NOTES,4470,3580,890,1,2,,39.775838,-105.005997,4470,,475.4,475.4,3994.6
1251,9993,9/17/2020 13:00,66991259,"Referral,BMI group",80108,Exterior Residential Painting - Exterior Preparation,8440,7380,1060,0,2,,39.433728,-104.867447,,,,,
1252,0-1,,67020364,,,Interior Painting,97419.84,72360,25059.84,0,,,0,0,,,,,
1253,0-2,,67020427,,,Exterior Residential Painting - Exterior Preparation,128390,111700,19130,0,,,0,0,,,,,
1254,0-3,,67020439,,,Interior,7615,6340,1390,0,,,0,0,,,,,
1255,0-6,,80129156,,,Interior Painting,289914.52,217080,75179.52,0,,,0,0,,,,,
1256,0-7,,80129225,,,Exterior Residential Painting - Exterior Preparation,63820,54850,8970,0,,,0,0,,,,,
1257,10383,,85605718,,,Commercial Epoxy Coating - Clubhouse Garage Room 123 Janitor  Closet Room 122,875,565,310,0,,,0,0,,,,,
1258,10696,,96478652,,,Club House Ceiling,900,725,175,0,,,0,0,,,,,
1259,10014,9/21/2020 11:30,67047202,,80016,Exterior Residential Painting - Exterior Preparation,4635,3185,1450,1,1,,39.613184,-104.704447,4575,400,0,400,4175
1260,9997-1,9/18/2020 9:00,67049703,Referral,80015,"Fireplace, Paneling and Wet Bar Area",5140,4300,840,1,1,,39.614695,-104.802815,4330,2100,0,2100,2230
1261,9997-2,9/18/2020 9:00,67453087,Referral,80015,Popcorn Scrape,10750,9810,940,0,1,,39.614695,-104.802815,4330,2100,0,2100,2230
1262,9998,9/22/2020 14:00,67062429,"Referral,repeat customer",80014,Upstairs Walls-2 Coats,4970,4250,720,1,1,,39.652171,-104.820543,7917.5,4000,0,4088.13,3829.37
1263,10311,3/11/2021 17:00,81926134,"Referral,repeat customer",80014,Interior Painting- 2 coats,3091.5,3080,355,1,4,,39.652171,-104.820543,7917.5,4000,0,4088.13,3829.37
1264,9999,9/23/2020 10:00,67096301,Referral,80116,Interior Main Level,11445,10260,1185,0,1,,39.359261,-104.705496,,,,,
1265,10018,9/21/2020 12:30,67102416,,80238,Pergola,2775,2185,590,1,1,,39.797073,-104.886736,2775,1375,0,1375,1400
1266,10000,9/21/2020 13:00,67133801,saw truck,80205,Exterior Residential Painting - Exterior Preparation,7490,1200,6290,0,1,,39.753103,-104.97509,,,,,
1267,10001,9/24/2020 14:00,67141317,Facebook,80238,Exterior Residential Painting - Exterior Preparation,6645,5165,1480,0,1,,39.752422,-104.895142,,,,,
1268,10002,9/22/2020 13:00,67171176,google,80020,Exterior Residential Painting - Exterior Preparation,6870,5810,1060,1,2,,39.918456,-105.059434,6870,4200,197.23,4397.23,2472.77
1269,10003,9/23/2020 12:00,67173936,Referral,80238,Fence,890,890,0,0,1,,39.748441,-104.893434,,,,,
1270,10004,9/22/2020 10:00,67179776,Referral,80134,"Custom Services - Custom design job (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.448945,-104.714064,,,,,
1271,10039,9/30/2020 15:30,67200076,,80016,Entry,2990,2400,590,1,1,,39.603211,-104.787542,3530,1200,0,1200,2330
1272,10027,9/24/2020 15:30,67228929,,80016,Exterior Residential Painting - Exterior Preparation,5625,4000,1625,1,1,,39.578754,-104.700807,,,,,
1273,10008,9/24/2020 10:00,67264148,Facebook,80230,Garage Walls,2170,1850,320,0,1,,39.782242,-104.886331,,,,,
1274,10023-1,9/23/2020 13:30,67325631,,80134,Exterior Residential Painting - Exterior Preparation,4290,3230,1060,1,1,,39.503324,-104.819153,4290,2250,0,2250,2040
1275,10023-2,9/23/2020 13:30,67884351,,80134,Colorado Room,2110,1990,120,0,1,,39.503324,-104.819153,4290,2250,0,2250,2040
1276,10019,9/23/2020 11:30,67371042,no review,80015,Exterior Residential Painting - Exterior Preparation,4340,3230,1110,1,1,,39.624674,-104.767787,4340,2150,0,2150,2190
1277,10026-1,9/24/2020 13:00,67412128,,80238,Interior Areas-2 Coats,5190,4290,900,0,1,,39.758583,-104.887161,6560,3325,0,3325,3235
1278,10026-2,9/24/2020 13:00,67958050,,80238,Front Railing,1070,760,310,1,1,,39.758583,-104.887161,6560,3325,0,3325,3235
1279,10012,9/29/2020 10:00,67413326,,80238,Cabinets - Cabinet Preparation,3470,2840,630,1,1,,39.795124,-104.88929,,,,,
1280,10013-1,9/23/2020 13:00,67413494,,80210,Interior Painting - Walls and Ceilings (same color),4440,3840,600,1,2,,39.684553,-104.983188,9880,3000,484.13,3484.13,6395.87
1281,10013-2,9/23/2020 13:00,67836213,,80210,NOTES,5200,5200,0,0,2,,39.684553,-104.983188,9880,3000,484.13,3484.13,6395.87
1282,10032,9/28/2020 13:30,67511072,no review,80224,Exterior Residential Painting - Exterior Preparation,9360,8010,1350,1,1,,39.699984,-104.912355,9880,5500,0,5500,4380
1283,10016,,67519618,google,80011,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.749081,-104.767615,,,,,
1284,10025,9/24/2020 12:30,67537494,,80010,Interior Painting,3180,2740,440,0,1,,39.742815,-104.852632,,,,,
1285,10038,9/29/2020 14:30,67675669,,80023,NOTES,4460,3770,690,1,2,,39.956078,-105.050612,6935,3500,103.2,3603.2,3331.8
1286,10020,9/28/2020 12:00,67819177,no review,80302,Painting,445,410,35,1,2,,40.024684,-105.259229,445,175,77.75,252.75,192.25
1287,10022,10/1/2020 9:00,67883993,Referral,80125,Drywall repair,400,400,0,0,2,,39.500974,-105.041019,,,,,
1288,10035,9/28/2020 16:00,67968544,,80018,Exterior Residential Painting - Exterior Preparation,3955,2840,1115,0,1,,39.643767,-104.732482,,,,,
1289,10030,9/28/2020 12:30,67973541,,80238,Exterior Residential Painting - Exterior Preparation,6345,5180,1500,1,1,,39.788422,-104.894867,6153,2760,0,2943.97,3209.03
1290,10028-1,10/1/2020 13:00,68055594,Google lead,80013,Acoustic Ceiling Removal ,7868,6958,910,0,1,,39.646023,-104.777936,,,,,
1291,10028-2,10/1/2020 13:00,68554286,Google lead,80013,Wall Painting,4912,4202,710,0,1,,39.646023,-104.777936,,,,,
1292,10029,9/30/2020 17:00,68115032,,80127,Exterior Residential Painting - Exterior Preparation,5110,4090,1020,1,2,,39.608818,-105.120861,5085,2200,0,2200,2885
1293,10031-1,10/2/2020 9:00,68152085,"Referral,no review",80122,Master Bedroom Popcorn,4205,3750,455,1,2,,39.5673,-104.963914,4595,2000,0,2000,2595
1294,10031-2,10/2/2020 9:00,68892448,"Referral,no review",80122,Cabinets - Cabinet Preparation,415,310,105,0,2,,39.5673,-104.963914,4595,2000,0,2000,2595
1295,10033,10/5/2020 13:00,68287957,Referral,80018,Exterior Residential Painting - Exterior Preparation,4179,3110,1069,0,1,,39.64077,-104.730491,,,,,
